"id","slug","name","summary","excerpt","categories","locations","tags","websiteUrls","profileUrl","lastUpdated"
"organization:inlet-laboratories","inlet-laboratories","Inlet Labs","Inlet Labs is a Vancouver-based applied data science and machine learning consultancy that builds custom ML models, data pipelines, and analytics solutions for businesses across sectors. Founded by Conrad Koziol, PhD (University of Cambridge), the firm offers services spanning data science, machine learning, and software development, with a community focus that includes mentoring through Women Who Code and volunte...","Inlet Labs is a Vancouver-based applied data science and machine learning consultancy that builds custom ML models, data pipelines, and analytics solutions for businesses across...","Applied AI|Data Science|Machine Learning","Vancouver, BC","applied-ai|consulting|data-science|machine-learning|mlops","https://inletlabs.com/","/bc-ai-directory/organizations/inlet-laboratories","2026-05-10"
"organization:innovate-bc","innovate-bc","Innovate BC","Innovate BC is a provincial innovation agency supporting British Columbia technology companies and ecosystem programs. Its public materials include AI-relevant innovation programming, BC Pavilion sector support, and technology adoption initiatives.","Innovate BC is a provincial innovation agency supporting British Columbia technology companies and ecosystem programs. Its public materials include AI-relevant innovation progra...","Ecosystem support|Government program|Innovation funding","British Columbia|Vancouver, BC","ai-ecosystem|bc-tech|innovation|technology-adoption","https://www.innovatebc.ca","/bc-ai-directory/organizations/innovate-bc","2026-05-09"
"organization:innovation-canada","innovation-canada","Innovation Canada","Innovation Canada (innovation.canada.ca) is a federal government program portal operated by ISED, providing a business benefits finder tool that aggregates federal funding programs. It is not a company or AI organization; it is a grant-discovery service for businesses seeking government support.","Innovation Canada (innovation.canada.ca) is a federal government program portal operated by ISED, providing a business benefits finder tool that aggregates federal funding progr...","","","","","/bc-ai-directory/organizations/innovation-canada","2026-05-11"
"organization:innovation-island-technology-association","innovation-island-technology-association","Innovation Island Technology Association","Innovation Island Technology Association (IITA) is a Nanaimo, BC-based non-profit and regional Innovate BC partner that supports technology entrepreneurs across Vancouver Island, the Gulf Islands, and the Sunshine Coast. Through its IITA 3.0 program — structured around Strategy, Finance, and AI — the association delivers venture acceleration, AI integration guidance, and startup support. IITA is a member of the BC...","Innovation Island Technology Association (IITA) is a Nanaimo, BC-based non-profit and regional Innovate BC partner that supports technology entrepreneurs across Vancouver Island...","AI Ecosystem|Startup Support|Tech Association","Nanaimo, BC","ai-ecosystem|innovate-bc|startup-support|tech-association|vancouver-island","https://innovationisland.ca/","/bc-ai-directory/organizations/innovation-island-technology-association","2026-05-11"
"organization:innovation-leadership-collective","innovation-leadership-collective","Innovation Leadership Collective","No BC organization named Innovation Leadership Collective could be identified through public web searches, LinkedIn, or trade press. The queue row contains no URL or description, and the name may refer to an informal community group rather than a registered organization.","No BC organization named Innovation Leadership Collective could be identified through public web searches, LinkedIn, or trade press. The queue row contains no URL or description...","","","","","/bc-ai-directory/organizations/innovation-leadership-collective","2026-05-11"
"organization:inovia-capital","inovia-capital","Inovia Capital","Inovia Capital is Canada's leading full-stack venture capital firm, founded in 2007 and managing over US$2.2 billion across funds spanning pre-seed to pre-IPO stages. The firm backs technology companies in AI and machine learning, including a partnership with Mila to launch an AI-focused Venture Scientist Fund, and is a listed member of the BC Tech Association. Inovia's portfolio includes Vancouver-headquartered P...","Inovia Capital is Canada's leading full-stack venture capital firm, founded in 2007 and managing over US$2.2 billion across funds spanning pre-seed to pre-IPO stages. The firm b...","Venture Capital & Investment","Montreal, QC","ai-investment|canada-tech|full-stack-vc|venture-capital","https://www.inovia.vc/","/bc-ai-directory/organizations/inovia-capital","2026-05-11"
"organization:inp-capital","inp-capital","INP Capital","INP Capital is referenced in BC AI ecosystem sources. AI relevance is peripheral — the investment mandate is not AI-first.","INP Capital is referenced in BC AI ecosystem sources. AI relevance is peripheral — the investment mandate is not AI-first.","","","","","/bc-ai-directory/organizations/inp-capital","2026-05-11"
"organization:inqli","inqli","inqli","inqli is a Victoria, BC company that builds an AI-powered workplace knowledge-sharing platform connecting employees who have questions to internal subject-matter experts. The platform uses smart matching algorithms grounded in behavioural science to route inquiries to the right colleagues, reduce knowledge search time, and surface collective organisational intelligence. Backed by Thin Air Labs and the TELUS Commun...","inqli is a Victoria, BC company that builds an AI-powered workplace knowledge-sharing platform connecting employees who have questions to internal subject-matter experts. The pl...","Applied AI|Enterprise Software|HR Tech","Victoria, BC","ai-matching|applied-ai|enterprise-software|hr-tech|knowledge-management","https://www.inqli.com/","/bc-ai-directory/organizations/inqli","2026-05-10"
"organization:inrepli","inrepli","Inrepli","No company named Inrepli could be found through public web searches, LinkedIn, or Crunchbase. The queue row contains no URL or description. No BC organizational footprint can be confirmed.","No company named Inrepli could be found through public web searches, LinkedIn, or Crunchbase. The queue row contains no URL or description. No BC organizational footprint can be...","","","","","/bc-ai-directory/organizations/inrepli","2026-05-11"
"organization:insight-global","insight-global","Insight Global Vancouver","Insight Global is a staffing and professional-services company with a Vancouver office. Its public services include AI-focused staffing, technology consulting, and workforce support for organizations adopting AI capabilities.","Insight Global is a staffing and professional-services company with a Vancouver office. Its public services include AI-focused staffing, technology consulting, and workforce sup...","AI talent|Consulting|Staffing","Vancouver, BC","ai-staffing|consulting|recruiting|technology-services","https://www.insightglobal.com","/bc-ai-directory/organizations/insight-global","2026-05-09"
"organization:insporos","insporos","Insporos Technologies","Insporos Technologies is a Vancouver-based agritech startup founded in 2023 that builds AI-enabled seed-sorting technology to help growers reduce resource waste and improve crop health. The company's system examines individual seeds for defects and disease before planting, using computer vision and machine learning to identify and remove non-viable seeds. Insporos placed second at the inaugural INNOVATEwest Confer...","Insporos Technologies is a Vancouver-based agritech startup founded in 2023 that builds AI-enabled seed-sorting technology to help growers reduce resource waste and improve crop...","AgriTech|Applied AI|Computer Vision","Vancouver, BC","agritech|applied-ai|computer-vision|seed-sorting|startup","https://www.insporos.com/","/bc-ai-directory/organizations/insporos","2026-05-10"
"organization:instahop","instahop","instaHop","instaHop is a Vancouver-based AI-powered travel planning platform founded in 2019 that matches travelers with local hosts, curated experiences, and activities based on their schedules, budgets, and personal interests. The company's AI assistant generates personalized travel plans within minutes by drawing on deep insights into traveler preferences and past trip history. instaHop is a member of the BC Tech Associat...","instaHop is a Vancouver-based AI-powered travel planning platform founded in 2019 that matches travelers with local hosts, curated experiences, and activities based on their sch...","Applied AI|Consumer AI|Travel Tech","Vancouver, BC","applied-ai|consumer-ai|personalization|startup|travel-tech","https://www.instahop.com/","/bc-ai-directory/organizations/instahop","2026-05-10"
"organization:integrated-cyber-solutions-cnq-ics","integrated-cyber-solutions-cnq-ics","Integrated Cyber Solutions (CSE: ICS)","Integrated Cyber Solutions (CSE: ICS) is a Vancouver-based managed security service provider (MSSP) that delivers humanized cybersecurity services to small and medium businesses. The company provides vulnerability assessment, penetration testing, managed detection and response, endpoint protection, and cyber training. ICS joined the NVIDIA Connect Program to accelerate development of its AI-driven IC360 cybersecur...","Integrated Cyber Solutions (CSE: ICS) is a Vancouver-based managed security service provider (MSSP) that delivers humanized cybersecurity services to small and medium businesses...","Applied AI|Cybersecurity|Managed Security Services","Vancouver, BC","applied-ai|cybersecurity|mssp|nvidia|public-company","https://integratedcyber.com/","/bc-ai-directory/organizations/integrated-cyber-solutions-cnq-ics","2026-05-10"
"organization:intel","intel","Intel","Intel Corporation is a global semiconductor and technology company with a Vancouver design center at 450 SW Marine Drive (Suite 700), primarily focused on solid-state drive (SSD) product development. Intel employs AI and machine learning across its global product lines including AI accelerators, NPUs in Core Ultra processors, and the Gaudi AI training platforms. The company has offices in Vancouver, Toronto, and W...","Intel Corporation is a global semiconductor and technology company with a Vancouver design center at 450 SW Marine Drive (Suite 700), primarily focused on solid-state drive (SSD...","Applied AI|Semiconductors & Hardware","Vancouver, BC","ai-chips|applied-ai|enterprise-tech|hardware|semiconductors","https://www.intel.com/","/bc-ai-directory/organizations/intel","2026-05-11"
"organization:intellabridge-technology-corporation","intellabridge-technology-corporation","Intellabridge Technology Corporation","Intellabridge Technology Corporation is a Vancouver public technology company focused on intelligent systems for sustainable infrastructure. Its public materials describe work with artificial intelligence, LLMs, autonomous mobility, and digital-to-physical infrastructure systems.","Intellabridge Technology Corporation is a Vancouver public technology company focused on intelligent systems for sustainable infrastructure. Its public materials describe work w...","Applied AI|Public company|Sustainable infrastructure","Vancouver, BC","autonomous-systems|llms|physical-ai|sustainable-infrastructure","https://intellabridge.com","/bc-ai-directory/organizations/intellabridge-technology-corporation","2026-05-09"
"organization:intellifent-media-lab","intellifent-media-lab","Intellifent Media Lab","No organization named Intellifent Media Lab could be found through public web searches, LinkedIn, academic directories, or press coverage in BC. The name may be a misspelling of 'Intelligent Media Lab', but no organization of either name was identified as an active BC entity.","No organization named Intellifent Media Lab could be found through public web searches, LinkedIn, academic directories, or press coverage in BC. The name may be a misspelling of...","","","","","/bc-ai-directory/organizations/intellifent-media-lab","2026-05-11"
"organization:intelligent-omics","intelligent-omics","Intelligent OMICS","Intelligent OMICS Ltd. (also branded Intellomx) applies AI and machine learning to drug discovery and biomarker analysis. The company's primary corporate registration is in the UK (Pioneer Group listing), with only one Vancouver-associated individual found on LinkedIn. BC organizational footprint cannot be confirmed from public sources alone.","Intelligent OMICS Ltd. (also branded Intellomx) applies AI and machine learning to drug discovery and biomarker analysis. The company's primary corporate registration is in the...","","","","","/bc-ai-directory/organizations/intelligent-omics","2026-05-11"
"organization:intelligent-project-solutions","intelligent-project-solutions","Intelligent Project Solutions (IPS AI)","Intelligent Project Solutions (IPS AI) is a Vancouver-based AI engineering company founded in 2018 that develops the iEng Digital Data Platform — an AI solution for digital transformation in the process, oil and gas, and chemical sectors. The platform applies deep learning, computer vision, and natural language processing to extract and digitize data from engineering drawings and documents, generating asset regist...","Intelligent Project Solutions (IPS AI) is a Vancouver-based AI engineering company founded in 2018 that develops the iEng Digital Data Platform — an AI solution for digital tran...","Applied AI|Engineering Tech|Industrial AI","Vancouver, BC","applied-ai|computer-vision|deep-learning|industrial-ai|nlp|oil-and-gas","https://ips-ai.com/","/bc-ai-directory/organizations/intelligent-project-solutions","2026-05-10"
"organization:intellomx","intellomx","Intellomx","Intellomx (Intelligent OMICS Ltd.) is a UK-based AI drug discovery company applying machine learning to transcriptomic, genomic, and proteomic datasets to identify novel biological targets and diagnostics. The company has active partnerships with Janssen Research and JLABS but is headquartered in London and Nottingham, UK, with no confirmed BC office or Canadian organizational presence.","Intellomx (Intelligent OMICS Ltd.) is a UK-based AI drug discovery company applying machine learning to transcriptomic, genomic, and proteomic datasets to identify novel biologi...","","","","","/bc-ai-directory/organizations/intellomx","2026-05-11"
"organization:intel-vision-technologies","intel-vision-technologies","IntelVision Technologies","IntelVision Technologies is a Vancouver-based company specializing in computer vision, machine learning, and robotics solutions for industrial and scientific applications. The company delivers computer vision model training, MLOps pipelines, autonomous driving systems, medical imaging tools, and manufacturing process control services. IntelVision was recognized as a winner of the 2022 Ocean Startup Challenge and p...","IntelVision Technologies is a Vancouver-based company specializing in computer vision, machine learning, and robotics solutions for industrial and scientific applications. The c...","Applied AI|Computer Vision|Robotics","Vancouver, BC","applied-ai|computer-vision|machine-learning|mlops|robotics","https://www.intelvision.ca/","/bc-ai-directory/organizations/intel-vision-technologies","2026-05-10"
"organization:international-impact-inc","international-impact-inc","International Impact Inc","No BC organization named International Impact Inc could be identified through public web searches, LinkedIn, Crunchbase, or press coverage. The name is generic with no distinguishing information in the queue row, making it impossible to link to a real active entity.","No BC organization named International Impact Inc could be identified through public web searches, LinkedIn, Crunchbase, or press coverage. The name is generic with no distingui...","","","","","/bc-ai-directory/organizations/international-impact-inc","2026-05-11"
"organization:intersog","intersog","INTERSOG Canada","INTERSOG is an AI development and custom software company with a Canadian presence in Vancouver. Its public Canadian site describes Vancouver delivery presence and AI, chatbot, virtual assistant, predictive analytics, and custom software services.","INTERSOG is an AI development and custom software company with a Canadian presence in Vancouver. Its public Canadian site describes Vancouver delivery presence and AI, chatbot,...","AI development|Consulting|Software development","Canada|Vancouver, BC","ai-development|chatbots|nearshore-development|predictive-analytics","https://intersog.ca|https://intersog.com","/bc-ai-directory/organizations/intersog","2026-05-09"
"organization:intlabs","intlabs","IntLabs","IntLabs is a Victoria, BC data governance startup building ORIGIN, an AI-powered platform for sovereign data sharing. Its public materials describe automated data sanitization, sensitive-data detection, provenance, access control, and privacy-preserving data workflows.","IntLabs is a Victoria, BC data governance startup building ORIGIN, an AI-powered platform for sovereign data sharing. Its public materials describe automated data sanitization,...","Applied AI|Data governance|Privacy technology","Victoria, BC","ai-platform|data-governance|data-sharing|privacy","https://www.intlabs.io","/bc-ai-directory/organizations/intlabs","2026-05-08"
"organization:intlabs-echosec-systems","intlabs-echosec-systems","IntLabs (formerly Echosec Systems)","IntLabs is a Victoria, BC data governance and intelligence startup founded by the co-founders of Echosec Systems — Karl Swannie (CEO), Mark Anderson (CTO), Rob Foxall (COO), and Michelle Rogers (CFO). Echosec Systems, a Victoria-founded OSINT platform, was acquired by cybersecurity firm Flashpoint in 2022; the founding team subsequently launched IntLabs, whose flagship product ORIGIN is an AI-powered data fabric g...","IntLabs is a Victoria, BC data governance and intelligence startup founded by the co-founders of Echosec Systems — Karl Swannie (CEO), Mark Anderson (CTO), Rob Foxall (COO), and...","Applied AI|Cybersecurity & Intelligence|Data & Analytics","Victoria, BC","applied-ai|cybersecurity|data-governance|government-tech|osint|victoria","https://www.intlabs.io/","/bc-ai-directory/organizations/intlabs-echosec-systems","2026-05-11"
"organization:intouchcx","intouchcx","IntouchCX","IntouchCX (formerly 24-7 Intouch) is a large global customer experience outsourcing firm headquartered in Winnipeg, Manitoba, with over 35,000 employees across 23 global locations. The company offers AI-powered CX solutions through its IntouchAI suite and Laivly platform, but no BC office was confirmed in any public source reviewed.","IntouchCX (formerly 24-7 Intouch) is a large global customer experience outsourcing firm headquartered in Winnipeg, Manitoba, with over 35,000 employees across 23 global locatio...","","","","","/bc-ai-directory/organizations/intouchcx","2026-05-11"
"organization:intuitive-ai","intuitive-ai","Intuitive AI","Intuitive AI is a Vancouver-based cleantech company founded in 2017 by SFU alumni Hassan Murad and Vivek Vyas that uses computer vision and machine learning to make multi-stream recycling more effective. Its flagship product, Oscar, attaches to any existing waste bin and uses a camera, ultrasonic sensor, and AI algorithm to identify items and direct users to the correct bin section in real time. Deployed in airpor...","Intuitive AI is a Vancouver-based cleantech company founded in 2017 by SFU alumni Hassan Murad and Vivek Vyas that uses computer vision and machine learning to make multi-stream...","Applied AI|CleanTech|Computer Vision","Vancouver, BC","applied-ai|cleantech|computer-vision|sustainability|waste-management","https://intuitiveai.ca/","/bc-ai-directory/organizations/intuitive-ai","2026-05-10"
"organization:intuitive-vancouver","intuitive-vancouver","Intuitive Vancouver","Intuitive Vancouver appears to be a possible duplicate of the copilot-ai or intuitive-ai slug. No distinct BC organization separate from an existing directory entry has been confirmed.","Intuitive Vancouver appears to be a possible duplicate of the copilot-ai or intuitive-ai slug. No distinct BC organization separate from an existing directory entry has been con...","","","","","/bc-ai-directory/organizations/intuitive-vancouver","2026-05-11"
"organization:invent-ai-ltd","invent-ai-ltd","Invent AI Ltd.","Invent AI Ltd. is a Victoria, BC technology startup led by Dr. Sakshi Aneja, focused on developing AI for human safety and sustainability challenges across climate, healthcare, and agriculture. The company researches quantum AI, neuromorphic computing, and ethical AI frameworks, positioning itself as a research-driven AI lab building technology for a resilient Canada.","Invent AI Ltd. is a Victoria, BC technology startup led by Dr. Sakshi Aneja, focused on developing AI for human safety and sustainability challenges across climate, healthcare,...","AI Research & Development|Applied AI","Victoria, BC","ai-research|applied-ai|climate-tech|ethical-ai|health-tech|victoria","https://www.inventai.ca/","/bc-ai-directory/organizations/invent-ai-ltd","2026-05-11"
"organization:inverted-ai","inverted-ai","Inverted AI","Inverted AI is a Vancouver-based AI company developing reactive, realistic simulation agents for autonomous vehicles, advanced driver assistance systems, autonomous robots, smart cities, and simulation environments. Its technology uses deep generative models and predictive human-behavior modeling to create human-like agents for safer testing and development.","Inverted AI is a Vancouver-based AI company developing reactive, realistic simulation agents for autonomous vehicles, advanced driver assistance systems, autonomous robots, smar...","Autonomous vehicles|Generative AI|Robotics|Simulation","Vancouver, BC","autonomous-vehicles|generative-ai|machine-learning|simulation","https://www.inverted.ai","/bc-ai-directory/organizations/inverted-ai","2026-05-08"
"organization:invisible-technology-inc","invisible-technology-inc","Invisible Technology Inc","Invisible Technologies (invisibletech.ai) is a San Francisco-based AI training data and process automation company with $336M in revenue and $100M raised, serving major AI model developers globally. No BC office or Canadian organizational presence was confirmed. A separate company, Invisible AI (invisible.ai), is also US-based. Neither entity has a confirmed BC footprint.","Invisible Technologies (invisibletech.ai) is a San Francisco-based AI training data and process automation company with $336M in revenue and $100M raised, serving major AI model...","","","","","/bc-ai-directory/organizations/invisible-technology-inc","2026-05-11"
"organization:invoicer-ai","invoicer-ai","Invoicer.ai","Invoicer.ai provides online invoicing and estimating software with AI-assisted invoice generation, expense extraction, and an AI assistant for small businesses.","Invoicer.ai provides online invoicing and estimating software with AI-assisted invoice generation, expense extraction, and an AI assistant for small businesses.","AI productivity|Business software|Fintech","British Columbia|Vancouver, BC","ai-assistant|ai-invoice-generator|expense-automation|invoicing|payments","https://invoicer.ai","/bc-ai-directory/organizations/invoicer-ai","2026-05-08"
"organization:ised","ised","ISED","ISED (Innovation, Science and Economic Development Canada) is a federal government department responsible for regulating industry and commerce, promoting science and innovation, and supporting economic development. ISED administers significant AI programs including the AI Sovereign Compute Infrastructure Program ($890M) and the Pan-Canadian AI Strategy, but is itself a federal department, not a BC AI company.","ISED (Innovation, Science and Economic Development Canada) is a federal government department responsible for regulating industry and commerce, promoting science and innovation,...","","","","","/bc-ai-directory/organizations/ised","2026-05-11"
"organization:islay-power","islay-power","Islay Power","Islay Power is a British Columbia-based clean energy company building AI-powered Virtual Power Plants (VPPs) that aggregate and optimize distributed renewable energy assets and bid them into forward power markets. The company's embedded AI technology handles energy storage optimization, grid reliability, forward market price prediction, and transactive energy coordination — reducing peak loads and energy costs for...","Islay Power is a British Columbia-based clean energy company building AI-powered Virtual Power Plants (VPPs) that aggregate and optimize distributed renewable energy assets and...","Applied AI|CleanTech|Energy Tech","British Columbia","applied-ai|cleantech|energy-storage|grid-optimization|virtual-power-plant","https://www.islaypower.ca/","/bc-ai-directory/organizations/islay-power","2026-05-10"
"organization:jackrabbitops","jackrabbitops","JackRabbit Ops","JackRabbit Ops is a Victoria, BC-based AI platform for manufacturing operations founded in 2022. The company helps manufacturers achieve instant business alignment by providing AI-powered process documentation, sales lead automation, and workflow automation that integrates with MRP, ERP, CRM, and financial systems. JackRabbit Ops is a member of the BC Tech Association and is designed to surface operational intelli...","JackRabbit Ops is a Victoria, BC-based AI platform for manufacturing operations founded in 2022. The company helps manufacturers achieve instant business alignment by providing...","Applied AI|Business Automation|Manufacturing Tech","Victoria, BC","applied-ai|business-automation|erp|manufacturing|process-documentation","https://www.jackrabbitops.com/","/bc-ai-directory/organizations/jackrabbitops","2026-05-10"
"organization:judi-ai","judi-ai","JUDI.AI","JUDI.AI is a Vancouver-based lending analytics platform for community financial institutions. Its public materials describe AI-driven credit decisioning, cash-flow analysis, small-business lending workflow automation, and analytics tools for credit unions and banks.","JUDI.AI is a Vancouver-based lending analytics platform for community financial institutions. Its public materials describe AI-driven credit decisioning, cash-flow analysis, sma...","Applied AI|Credit decisioning|Fintech","Vancouver, BC","credit-decisioning|fintech|lending|machine-learning","https://judi.ai","/bc-ai-directory/organizations/judi-ai","2026-05-08"
"organization:juicey-turf","juicey-turf","Juicey Turf","Juicey Turf is a Vancouver-based AI-powered door-to-door sales mapping platform founded in 2019 by William Tsui. The company's AI analyzes over 50 years of sales data to give any sales representative the intuition of a veteran, using territory mapping and intelligent routing to optimize door-to-door sales performance. Juicey Turf has raised $500,000 in funding and is used by leading agencies including TNI to impro...","Juicey Turf is a Vancouver-based AI-powered door-to-door sales mapping platform founded in 2019 by William Tsui. The company's AI analyzes over 50 years of sales data to give an...","Applied AI|SaaS|Sales Tech","Vancouver, BC","applied-ai|door-to-door|saas|sales-tech|territory-mapping","https://juiceyturf.com/","/bc-ai-directory/organizations/juicey-turf","2026-05-10"
"organization:kai-analytics","kai-analytics","Kai Analytics","Kai Analytics is a Vancouver-based market research and data analytics consultancy founded in 2017 that uses NLP and machine learning models to transform qualitative data into actionable insights for higher education, public sector, and global enterprise clients. The firm applies AI to process millions of data points — identifying themes, sentiment, and patterns across 100+ languages — and delivers findings through...","Kai Analytics is a Vancouver-based market research and data analytics consultancy founded in 2017 that uses NLP and machine learning models to transform qualitative data into ac...","AI Consulting|Applied AI|Data & Analytics","Vancouver, BC","ai-consulting|data-analytics|machine-learning|market-research|nlp","https://kaianalytics.com/","/bc-ai-directory/organizations/kai-analytics","2026-05-10"
"organization:kai-analytics-international","kai-analytics-international","Kai Analytics International","Kai Analytics International is a Vancouver-based research and analytics firm using AI, NLP, and machine-learning methods to turn survey, feedback, transcript, and stakeholder data into strategic insights.","Kai Analytics International is a Vancouver-based research and analytics firm using AI, NLP, and machine-learning methods to turn survey, feedback, transcript, and stakeholder da...","AI consulting|Data analytics|Market research","Vancouver, BC","analytics|artificial-intelligence|machine-learning|market-research|natural-language-processing","https://www.kaianalytics.com","/bc-ai-directory/organizations/kai-analytics-international","2026-05-09"
"organization:kamu-data","kamu-data","Kamu Data","Kamu Data is a Vancouver-based data infrastructure company building a decentralized, verifiable data lakehouse that enables organizations to collaborate on data across boundaries with full auditability and provenance tracking. The platform ships as a local-first CLI tool that scales from a laptop to an on-premises cluster, offering an open alternative to cloud warehouses like Snowflake and Databricks. Kamu has dev...","Kamu Data is a Vancouver-based data infrastructure company building a decentralized, verifiable data lakehouse that enables organizations to collaborate on data across boundarie...","AI Infrastructure|Applied AI|Data Infrastructure","Vancouver, BC","ai-infrastructure|data-infrastructure|decentralized-data|llm|open-source","https://www.kamu.dev/","/bc-ai-directory/organizations/kamu-data","2026-05-10"
"organization:kanooq","kanooq","Kanooq Industries","Kanooq Industries is a North Vancouver company developing Nervius, a preventative infrastructure monitoring platform that combines IoT cognitive sensors, machine learning algorithms, and lightweight blockchain for continuous monitoring of oil pipelines and critical industrial assets. The system automates collection of operational and environmental data into a distributed ledger for real-time analysis and predictiv...","Kanooq Industries is a North Vancouver company developing Nervius, a preventative infrastructure monitoring platform that combines IoT cognitive sensors, machine learning algori...","Applied AI|Industrial AI|IoT","North Vancouver, BC","industrial-ai|iot|machine-learning|pipeline-monitoring|predictive-maintenance","https://www.kanooq.com/","/bc-ai-directory/organizations/kanooq","2026-05-10"
"organization:kapoose-creek-bio","kapoose-creek-bio","Kapoose Creek Bio","Kapoose Creek Bio is a Vancouver-based biopharmaceutical company that uses AI to discover drugs from natural fungi sources. Its unEarth Rx platform applies AI-powered chemical informatics and machine learning to a biodiverse fungal collection harvested from a remote off-grid research station on Vancouver Island, dramatically accelerating the identification of novel therapeutic leads. The company has advanced two n...","Kapoose Creek Bio is a Vancouver-based biopharmaceutical company that uses AI to discover drugs from natural fungi sources. Its unEarth Rx platform applies AI-powered chemical i...","Applied AI|BioTech|Drug Discovery","Vancouver, BC","applied-ai|biotech|drug-discovery|natural-products|neurology","https://kapoosecreek.com/","/bc-ai-directory/organizations/kapoose-creek-bio","2026-05-10"
"organization:klue","klue","Klue","Klue is a Vancouver-based competitive enablement company. Its public materials describe an AI-powered competitive intelligence platform that monitors market signals, analyzes patterns, generates competitor profiles, and delivers deal-relevant guidance to revenue teams.","Klue is a Vancouver-based competitive enablement company. Its public materials describe an AI-powered competitive intelligence platform that monitors market signals, analyzes pa...","Competitive intelligence|Enterprise AI|Sales enablement","Vancouver, BC","competitive-intelligence|enterprise-ai|sales-enablement|workforce-ai","https://klue.com","/bc-ai-directory/organizations/klue","2026-05-08"
"organization:koan-analytics","koan-analytics","Koan Analytics","Koan Analytics is a Vancouver-based data science company specializing in machine learning applied to high-dimensional geospatial and resource-sector data. The company builds enterprise-scale prospectivity platforms that fuse satellite, aerial, drone, geochemical, and geophysical datasets to power ML models for mining exploration and defense applications. Koan holds seven patents, an Academy Award, and six addition...","Koan Analytics is a Vancouver-based data science company specializing in machine learning applied to high-dimensional geospatial and resource-sector data. The company builds ent...","Applied AI|GeoSpatial AI|Machine Learning","Vancouver, BC","applied-ai|data-science|geospatial-ai|machine-learning|mining-tech","https://koananalytics.com/","/bc-ai-directory/organizations/koan-analytics","2026-05-10"
"organization:lambda-science","lambda-science","Lambda Science (Properate)","Lambda Science Inc. — operating as Properate — is a Vancouver startup that applies AI and data science to help homebuilders and contractors design energy-efficient residences that comply with evolving Performance-Based Building Codes without increasing construction costs. The platform generates building energy assessments and upgrade-planning tools that address the data and communication gap in small residential c...","Lambda Science Inc. — operating as Properate — is a Vancouver startup that applies AI and data science to help homebuilders and contractors design energy-efficient residences th...","Applied AI|CleanTech|PropTech","Vancouver, BC","applied-ai|buildings|cleantech|energy-efficiency|proptech","https://lambda.science/|https://properate.io/","/bc-ai-directory/organizations/lambda-science","2026-05-10"
"organization:latent-sense-technologies-inc","latent-sense-technologies-inc","Latent-Sense Technologies Inc","Latent-Sense Technologies is a Vancouver AI R&D company founded in 2021 that builds modular, explainable AI reasoning solutions for enterprise deployment. Its flagship platform is described as the only enterprise-ready neuro-symbolic multi-agent orchestration system featuring persistent reasoning mappings, built-in data privacy and synthetic text handling, and rapid cloud-native integration. The company targets re...","Latent-Sense Technologies is a Vancouver AI R&D company founded in 2021 that builds modular, explainable AI reasoning solutions for enterprise deployment. Its flagship platform...","AI Infrastructure|Applied AI|Enterprise AI","Vancouver, BC","ai-infrastructure|ai-reasoning|enterprise-ai|explainable-ai|neuro-symbolic","https://www.latentsense.ai/","/bc-ai-directory/organizations/latent-sense-technologies-inc","2026-05-10"
"organization:launch-academy","launch-academy","Launch Academy","Launch Academy is western Canada's premier tech incubator, headquartered in Vancouver and founded in 2012. The hub has supported more than 6,000 entrepreneurs from over 100 countries, helping 300-plus startups reach Seed and Series A funding stages, collectively raising over $2.5 billion. Launch explicitly prioritizes emerging technology sectors including artificial intelligence, deep learning, blockchain, and VR/...","Launch Academy is western Canada's premier tech incubator, headquartered in Vancouver and founded in 2012. The hub has supported more than 6,000 entrepreneurs from over 100 coun...","Applied AI|Startup Ecosystem|Tech Incubator","Vancouver, BC","accelerator|ai-focus|incubator|startup-ecosystem|tech-hub","https://www.launchacademy.ca/","/bc-ai-directory/organizations/launch-academy","2026-05-10"
"organization:legal-now","legal-now","Legal Now","Legal Now is referenced in BC AI ecosystem sources. BC address remains unconfirmed and no BC Registry entry has been found through public sources.","Legal Now is referenced in BC AI ecosystem sources. BC address remains unconfirmed and no BC Registry entry has been found through public sources.","","","","","/bc-ai-directory/organizations/legal-now","2026-05-11"
"organization:legalese-decoder","legalese-decoder","Legalese Decoder","Legalese Decoder is a Vancouver-based AI legal tool that translates contracts, agreements, and fine print into plain English using natural language processing and machine learning. The platform is free to use without registration and targets small and medium businesses seeking accessible, affordable legal document review. In 2024 the company launched an AI Lawyer platform providing expert legal answers and documen...","Legalese Decoder is a Vancouver-based AI legal tool that translates contracts, agreements, and fine print into plain English using natural language processing and machine learni...","Applied AI|Legal Tech|NLP","Vancouver, BC","access-to-justice|applied-ai|document-ai|legal-tech|nlp","https://legalesedecoder.com/","/bc-ai-directory/organizations/legalese-decoder","2026-05-10"
